schemaVersion,suiteId,seed,caseId,exactDepth,algorithm,repetitionIndex,status,solutionDepth,solutionMoves,nodesExpanded,nodesGenerated,limitReason,elapsedMs
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:6|X:1.0|Y:1.1|Z:1.0,1,BIDIRECTIONAL_BFS,3,SOLVED,1,D_CW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:6|X:1.0|Y:1.1|Z:1.0,1,IDA_STAR,3,SOLVED,1,D_CW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:6|X:1.0|Y:1.1|Z:1.0,1,BIDIRECTIONAL_BFS,4,SOLVED,1,D_CW,1,12,,1
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:6|X:1.0|Y:1.1|Z:1.0,1,IDA_STAR,4,SOLVED,1,D_CW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:6|X:1.0|Y:1.1|Z:1.0,1,BFS,4,SOLVED,1,D_CW,3,36,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BIDIRECTIONAL_BFS,0,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,IDA_STAR,0,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BFS,0,SOLVED,1,F_CCW,6,72,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,IDA_STAR,1,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BFS,1,SOLVED,1,F_CCW,6,72,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BIDIRECTIONAL_BFS,1,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BFS,2,SOLVED,1,F_CCW,6,72,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BIDIRECTIONAL_BFS,2,SOLVED,1,F_CCW,1,12,,1
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,IDA_STAR,2,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BIDIRECTIONAL_BFS,3,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,IDA_STAR,3,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BFS,3,SOLVED,1,F_CCW,6,72,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,IDA_STAR,4,SOLVED,1,F_CCW,1,12,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BFS,4,SOLVED,1,F_CCW,6,72,,0
1,phase5c-timing-v1,phase5c-timing-v1,d1:C:14|X:0.0|Y:1.0|Z:3.1,1,BIDIRECTIONAL_BFS,4,SOLVED,1,F_CCW,1,12,,1
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,IDA_STAR,0,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BFS,0,SOLVED,2,F_CW F_CW,54,648,,1
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BIDIRECTIONAL_BFS,0,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BFS,1,SOLVED,2,F_CW F_CW,54,648,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BIDIRECTIONAL_BFS,1,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,IDA_STAR,1,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BIDIRECTIONAL_BFS,2,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,IDA_STAR,2,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BFS,2,SOLVED,2,F_CW F_CW,54,648,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,IDA_STAR,3,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BFS,3,SOLVED,2,F_CW F_CW,54,648,,1
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BIDIRECTIONAL_BFS,3,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BFS,4,SOLVED,2,F_CW F_CW,54,648,,1
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,BIDIRECTIONAL_BFS,4,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:0|X:0.0|Y:0.0|Z:2.1,2,IDA_STAR,4,SOLVED,2,F_CW F_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BFS,0,SOLVED,2,B_CCW R_CW,83,996,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BIDIRECTIONAL_BFS,0,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,IDA_STAR,0,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BIDIRECTIONAL_BFS,1,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,IDA_STAR,1,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BFS,1,SOLVED,2,B_CCW R_CW,83,996,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,IDA_STAR,2,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BFS,2,SOLVED,2,B_CCW R_CW,83,996,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BIDIRECTIONAL_BFS,2,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BFS,3,SOLVED,2,B_CCW R_CW,83,996,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BIDIRECTIONAL_BFS,3,SOLVED,2,B_CCW R_CW,2,24,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,IDA_STAR,3,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BIDIRECTIONAL_BFS,4,SOLVED,2,B_CCW R_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,IDA_STAR,4,SOLVED,2,B_CCW R_CW,2,24,,0
